DateKey,CalendarYear,CalendarHalfYearLabel,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeekLabel,CalendarDayOfWeekLabel,IsWorkDay,Año,Trimestre,Mes,Día,SemanaAño,Dia Semana,Fin Semana,Mes Corto,Mes Txt,Dia Txt,Start of Week,End of Week,Mala Suerte
"2010-10-06 00:00:00,000",2010,"H2","Q4",201010,"October","Week 41","Wednesday","WorkDay",2010,"Trimestre 4",10,6,41,3,"Día Laboral","O","October","Wednesday","2010-10-03 00:00:00,000","2010-10-10 00:00:00,000","Día Normal"
"2010-10-07 00:00:00,000",2010,"H2","Q4",201010,"October","Week 41","Thursday","WorkDay",2010,"Trimestre 4",10,7,41,4,"Día Laboral","O","October","Thursday","2010-10-03 00:00:00,000","2010-10-10 00:00:00,000","Día Normal"
"2010-10-08 00:00:00,000",2010,"H2","Q4",201010,"October","Week 41","Friday","WorkDay",2010,"Trimestre 4",10,8,41,5,"Día Laboral","O","October","Friday","2010-10-03 00:00:00,000","2010-10-10 00:00:00,000","Día Normal"
"2010-10-11 00:00:00,000",2010,"H2","Q4",201010,"October","Week 42","Monday","WorkDay",2010,"Trimestre 4",10,11,42,1,"Día Laboral","O","October","Monday","2010-10-10 00:00:00,000","2010-10-17 00:00:00,000","Día Normal"
"2010-10-12 00:00:00,000",2010,"H2","Q4",201010,"October","Week 42","Tuesday","WorkDay",2010,"Trimestre 4",10,12,42,2,"Día Laboral","O","October","Tuesday","2010-10-10 00:00:00,000","2010-10-17 00:00:00,000","Día Normal"
"2010-10-13 00:00:00,000",2010,"H2","Q4",201010,"October","Week 42","Wednesday","WorkDay",2010,"Trimestre 4",10,13,42,3,"Día Laboral","O","October","Wednesday","2010-10-10 00:00:00,000","2010-10-17 00:00:00,000","Día Normal"
"2010-10-14 00:00:00,000",2010,"H2","Q4",201010,"October","Week 42","Thursday","WorkDay",2010,"Trimestre 4",10,14,42,4,"Día Laboral","O","October","Thursday","2010-10-10 00:00:00,000","2010-10-17 00:00:00,000","Día Normal"
"2010-10-15 00:00:00,000",2010,"H2","Q4",201010,"October","Week 42","Friday","WorkDay",2010,"Trimestre 4",10,15,42,5,"Día Laboral","O","October","Friday","2010-10-10 00:00:00,000","2010-10-17 00:00:00,000","Día Normal"
"2010-10-18 00:00:00,000",2010,"H2","Q4",201010,"October","Week 43","Monday","WorkDay",2010,"Trimestre 4",10,18,43,1,"Día Laboral","O","October","Monday","2010-10-17 00:00:00,000","2010-10-24 00:00:00,000","Día Normal"
"2010-10-19 00:00:00,000",2010,"H2","Q4",201010,"October","Week 43","Tuesday","WorkDay",2010,"Trimestre 4",10,19,43,2,"Día Laboral","O","October","Tuesday","2010-10-17 00:00:00,000","2010-10-24 00:00:00,000","Día Normal"
"2010-10-20 00:00:00,000",2010,"H2","Q4",201010,"October","Week 43","Wednesday","WorkDay",2010,"Trimestre 4",10,20,43,3,"Día Laboral","O","October","Wednesday","2010-10-17 00:00:00,000","2010-10-24 00:00:00,000","Día Normal"
"2010-10-21 00:00:00,000",2010,"H2","Q4",201010,"October","Week 43","Thursday","WorkDay",2010,"Trimestre 4",10,21,43,4,"Día Laboral","O","October","Thursday","2010-10-17 00:00:00,000","2010-10-24 00:00:00,000","Día Normal"
"2010-10-22 00:00:00,000",2010,"H2","Q4",201010,"October","Week 43","Friday","WorkDay",2010,"Trimestre 4",10,22,43,5,"Día Laboral","O","October","Friday","2010-10-17 00:00:00,000","2010-10-24 00:00:00,000","Día Normal"
"2010-10-25 00:00:00,000",2010,"H2","Q4",201010,"October","Week 44","Monday","WorkDay",2010,"Trimestre 4",10,25,44,1,"Día Laboral","O","October","Monday","2010-10-24 00:00:00,000","2010-10-31 00:00:00,000","Día Normal"
"2010-10-26 00:00:00,000",2010,"H2","Q4",201010,"October","Week 44","Tuesday","WorkDay",2010,"Trimestre 4",10,26,44,2,"Día Laboral","O","October","Tuesday","2010-10-24 00:00:00,000","2010-10-31 00:00:00,000","Día Normal"
"2010-10-27 00:00:00,000",2010,"H2","Q4",201010,"October","Week 44","Wednesday","WorkDay",2010,"Trimestre 4",10,27,44,3,"Día Laboral","O","October","Wednesday","2010-10-24 00:00:00,000","2010-10-31 00:00:00,000","Día Normal"
"2010-10-28 00:00:00,000",2010,"H2","Q4",201010,"October","Week 44","Thursday","WorkDay",2010,"Trimestre 4",10,28,44,4,"Día Laboral","O","October","Thursday","2010-10-24 00:00:00,000","2010-10-31 00:00:00,000","Día Normal"
"2010-10-29 00:00:00,000",2010,"H2","Q4",201010,"October","Week 44","Friday","WorkDay",2010,"Trimestre 4",10,29,44,5,"Día Laboral","O","October","Friday","2010-10-24 00:00:00,000","2010-10-31 00:00:00,000","Día Normal"
"2010-11-01 00:00:00,000",2010,"H2","Q4",201011,"November","Week 45","Monday","WorkDay",2010,"Trimestre 4",11,1,45,1,"Día Laboral","N","November","Monday","2010-10-31 00:00:00,000","2010-11-07 00:00:00,000","Día Normal"
"2010-11-02 00:00:00,000",2010,"H2","Q4",201011,"November","Week 45","Tuesday","WorkDay",2010,"Trimestre 4",11,2,45,2,"Día Laboral","N","November","Tuesday","2010-10-31 00:00:00,000","2010-11-07 00:00:00,000","Día Normal"
"2010-11-03 00:00:00,000",2010,"H2","Q4",201011,"November","Week 45","Wednesday","WorkDay",2010,"Trimestre 4",11,3,45,3,"Día Laboral","N","November","Wednesday","2010-10-31 00:00:00,000","2010-11-07 00:00:00,000","Día Normal"
"2010-11-04 00:00:00,000",2010,"H2","Q4",201011,"November","Week 45","Thursday","WorkDay",2010,"Trimestre 4",11,4,45,4,"Día Laboral","N","November","Thursday","2010-10-31 00:00:00,000","2010-11-07 00:00:00,000","Día Normal"
"2010-11-05 00:00:00,000",2010,"H2","Q4",201011,"November","Week 45","Friday","WorkDay",2010,"Trimestre 4",11,5,45,5,"Día Laboral","N","November","Friday","2010-10-31 00:00:00,000","2010-11-07 00:00:00,000","Día Normal"
"2010-11-08 00:00:00,000",2010,"H2","Q4",201011,"November","Week 46","Monday","WorkDay",2010,"Trimestre 4",11,8,46,1,"Día Laboral","N","November","Monday","2010-11-07 00:00:00,000","2010-11-14 00:00:00,000","Día Normal"
"2010-11-09 00:00:00,000",2010,"H2","Q4",201011,"November","Week 46","Tuesday","WorkDay",2010,"Trimestre 4",11,9,46,2,"Día Laboral","N","November","Tuesday","2010-11-07 00:00:00,000","2010-11-14 00:00:00,000","Día Normal"
"2010-11-10 00:00:00,000",2010,"H2","Q4",201011,"November","Week 46","Wednesday","WorkDay",2010,"Trimestre 4",11,10,46,3,"Día Laboral","N","November","Wednesday","2010-11-07 00:00:00,000","2010-11-14 00:00:00,000","Día Normal"
"2010-11-11 00:00:00,000",2010,"H2","Q4",201011,"November","Week 46","Thursday","WorkDay",2010,"Trimestre 4",11,11,46,4,"Día Laboral","N","November","Thursday","2010-11-07 00:00:00,000","2010-11-14 00:00:00,000","Día Normal"
"2010-11-12 00:00:00,000",2010,"H2","Q4",201011,"November","Week 46","Friday","WorkDay",2010,"Trimestre 4",11,12,46,5,"Día Laboral","N","November","Friday","2010-11-07 00:00:00,000","2010-11-14 00:00:00,000","Día Normal"
"2010-11-15 00:00:00,000",2010,"H2","Q4",201011,"November","Week 47","Monday","WorkDay",2010,"Trimestre 4",11,15,47,1,"Día Laboral","N","November","Monday","2010-11-14 00:00:00,000","2010-11-21 00:00:00,000","Día Normal"
"2010-11-16 00:00:00,000",2010,"H2","Q4",201011,"November","Week 47","Tuesday","WorkDay",2010,"Trimestre 4",11,16,47,2,"Día Laboral","N","November","Tuesday","2010-11-14 00:00:00,000","2010-11-21 00:00:00,000","Día Normal"
"2010-11-17 00:00:00,000",2010,"H2","Q4",201011,"November","Week 47","Wednesday","WorkDay",2010,"Trimestre 4",11,17,47,3,"Día Laboral","N","November","Wednesday","2010-11-14 00:00:00,000","2010-11-21 00:00:00,000","Día Normal"
"2010-11-18 00:00:00,000",2010,"H2","Q4",201011,"November","Week 47","Thursday","WorkDay",2010,"Trimestre 4",11,18,47,4,"Día Laboral","N","November","Thursday","2010-11-14 00:00:00,000","2010-11-21 00:00:00,000","Día Normal"
"2010-11-19 00:00:00,000",2010,"H2","Q4",201011,"November","Week 47","Friday","WorkDay",2010,"Trimestre 4",11,19,47,5,"Día Laboral","N","November","Friday","2010-11-14 00:00:00,000","2010-11-21 00:00:00,000","Día Normal"
"2010-11-22 00:00:00,000",2010,"H2","Q4",201011,"November","Week 48","Monday","WorkDay",2010,"Trimestre 4",11,22,48,1,"Día Laboral","N","November","Monday","2010-11-21 00:00:00,000","2010-11-28 00:00:00,000","Día Normal"
"2010-11-23 00:00:00,000",2010,"H2","Q4",201011,"November","Week 48","Tuesday","WorkDay",2010,"Trimestre 4",11,23,48,2,"Día Laboral","N","November","Tuesday","2010-11-21 00:00:00,000","2010-11-28 00:00:00,000","Día Normal"
"2010-11-24 00:00:00,000",2010,"H2","Q4",201011,"November","Week 48","Wednesday","WorkDay",2010,"Trimestre 4",11,24,48,3,"Día Laboral","N","November","Wednesday","2010-11-21 00:00:00,000","2010-11-28 00:00:00,000","Día Normal"
"2010-11-25 00:00:00,000",2010,"H2","Q4",201011,"November","Week 48","Thursday","WorkDay",2010,"Trimestre 4",11,25,48,4,"Día Laboral","N","November","Thursday","2010-11-21 00:00:00,000","2010-11-28 00:00:00,000","Día Normal"
"2010-11-26 00:00:00,000",2010,"H2","Q4",201011,"November","Week 48","Friday","WorkDay",2010,"Trimestre 4",11,26,48,5,"Día Laboral","N","November","Friday","2010-11-21 00:00:00,000","2010-11-28 00:00:00,000","Día Normal"
"2010-11-29 00:00:00,000",2010,"H2","Q4",201011,"November","Week 49","Monday","WorkDay",2010,"Trimestre 4",11,29,49,1,"Día Laboral","N","November","Monday","2010-11-28 00:00:00,000","2010-12-05 00:00:00,000","Día Normal"
"2010-11-30 00:00:00,000",2010,"H2","Q4",201011,"November","Week 49","Tuesday","WorkDay",2010,"Trimestre 4",11,30,49,2,"Día Laboral","N","November","Tuesday","2010-11-28 00:00:00,000","2010-12-05 00:00:00,000","Día Normal"
"2010-12-01 00:00:00,000",2010,"H2","Q4",201012,"December","Week 49","Wednesday","WorkDay",2010,"Trimestre 4",12,1,49,3,"Día Laboral","D","December","Wednesday","2010-11-28 00:00:00,000","2010-12-05 00:00:00,000","Día Normal"
"2010-12-02 00:00:00,000",2010,"H2","Q4",201012,"December","Week 49","Thursday","WorkDay",2010,"Trimestre 4",12,2,49,4,"Día Laboral","D","December","Thursday","2010-11-28 00:00:00,000","2010-12-05 00:00:00,000","Día Normal"
"2010-12-03 00:00:00,000",2010,"H2","Q4",201012,"December","Week 49","Friday","WorkDay",2010,"Trimestre 4",12,3,49,5,"Día Laboral","D","December","Friday","2010-11-28 00:00:00,000","2010-12-05 00:00:00,000","Día Normal"
"2010-12-06 00:00:00,000",2010,"H2","Q4",201012,"December","Week 50","Monday","WorkDay",2010,"Trimestre 4",12,6,50,1,"Día Laboral","D","December","Monday","2010-12-05 00:00:00,000","2010-12-12 00:00:00,000","Día Normal"
"2010-12-07 00:00:00,000",2010,"H2","Q4",201012,"December","Week 50","Tuesday","WorkDay",2010,"Trimestre 4",12,7,50,2,"Día Laboral","D","December","Tuesday","2010-12-05 00:00:00,000","2010-12-12 00:00:00,000","Día Normal"
"2010-12-08 00:00:00,000",2010,"H2","Q4",201012,"December","Week 50","Wednesday","WorkDay",2010,"Trimestre 4",12,8,50,3,"Día Laboral","D","December","Wednesday","2010-12-05 00:00:00,000","2010-12-12 00:00:00,000","Día Normal"
"2010-12-09 00:00:00,000",2010,"H2","Q4",201012,"December","Week 50","Thursday","WorkDay",2010,"Trimestre 4",12,9,50,4,"Día Laboral","D","December","Thursday","2010-12-05 00:00:00,000","2010-12-12 00:00:00,000","Día Normal"
"2010-12-10 00:00:00,000",2010,"H2","Q4",201012,"December","Week 50","Friday","WorkDay",2010,"Trimestre 4",12,10,50,5,"Día Laboral","D","December","Friday","2010-12-05 00:00:00,000","2010-12-12 00:00:00,000","Día Normal"
"2010-12-13 00:00:00,000",2010,"H2","Q4",201012,"December","Week 51","Monday","WorkDay",2010,"Trimestre 4",12,13,51,1,"Día Laboral","D","December","Monday","2010-12-12 00:00:00,000","2010-12-19 00:00:00,000","Día Normal"
"2010-12-14 00:00:00,000",2010,"H2","Q4",201012,"December","Week 51","Tuesday","WorkDay",2010,"Trimestre 4",12,14,51,2,"Día Laboral","D","December","Tuesday","2010-12-12 00:00:00,000","2010-12-19 00:00:00,000","Día Normal"
"2010-12-15 00:00:00,000",2010,"H2","Q4",201012,"December","Week 51","Wednesday","WorkDay",2010,"Trimestre 4",12,15,51,3,"Día Laboral","D","December","Wednesday","2010-12-12 00:00:00,000","2010-12-19 00:00:00,000","Día Normal"
"2010-12-16 00:00:00,000",2010,"H2","Q4",201012,"December","Week 51","Thursday","WorkDay",2010,"Trimestre 4",12,16,51,4,"Día Laboral","D","December","Thursday","2010-12-12 00:00:00,000","2010-12-19 00:00:00,000","Día Normal"
"2010-12-17 00:00:00,000",2010,"H2","Q4",201012,"December","Week 51","Friday","WorkDay",2010,"Trimestre 4",12,17,51,5,"Día Laboral","D","December","Friday","2010-12-12 00:00:00,000","2010-12-19 00:00:00,000","Día Normal"
"2010-12-20 00:00:00,000",2010,"H2","Q4",201012,"December","Week 52","Monday","WorkDay",2010,"Trimestre 4",12,20,52,1,"Día Laboral","D","December","Monday","2010-12-19 00:00:00,000","2010-12-26 00:00:00,000","Día Normal"
"2010-12-21 00:00:00,000",2010,"H2","Q4",201012,"December","Week 52","Tuesday","WorkDay",2010,"Trimestre 4",12,21,52,2,"Día Laboral","D","December","Tuesday","2010-12-19 00:00:00,000","2010-12-26 00:00:00,000","Día Normal"
"2010-12-22 00:00:00,000",2010,"H2","Q4",201012,"December","Week 52","Wednesday","WorkDay",2010,"Trimestre 4",12,22,52,3,"Día Laboral","D","December","Wednesday","2010-12-19 00:00:00,000","2010-12-26 00:00:00,000","Día Normal"
"2010-12-23 00:00:00,000",2010,"H2","Q4",201012,"December","Week 52","Thursday","WorkDay",2010,"Trimestre 4",12,23,52,4,"Día Laboral","D","December","Thursday","2010-12-19 00:00:00,000","2010-12-26 00:00:00,000","Día Normal"
"2010-12-24 00:00:00,000",2010,"H2","Q4",201012,"December","Week 52","Friday","WorkDay",2010,"Trimestre 4",12,24,52,5,"Día Laboral","D","December","Friday","2010-12-19 00:00:00,000","2010-12-26 00:00:00,000","Día Normal"
"2010-12-27 00:00:00,000",2010,"H2","Q4",201012,"December","Week 53","Monday","WorkDay",2010,"Trimestre 4",12,27,53,1,"Día Laboral","D","December","Monday","2010-12-26 00:00:00,000","2011-01-02 00:00:00,000","Día Normal"
"2010-12-28 00:00:00,000",2010,"H2","Q4",201012,"December","Week 53","Tuesday","WorkDay",2010,"Trimestre 4",12,28,53,2,"Día Laboral","D","December","Tuesday","2010-12-26 00:00:00,000","2011-01-02 00:00:00,000","Día Normal"
"2010-12-29 00:00:00,000",2010,"H2","Q4",201012,"December","Week 53","Wednesday","WorkDay",2010,"Trimestre 4",12,29,53,3,"Día Laboral","D","December","Wednesday","2010-12-26 00:00:00,000","2011-01-02 00:00:00,000","Día Normal"
"2010-12-30 00:00:00,000",2010,"H2","Q4",201012,"December","Week 53","Thursday","WorkDay",2010,"Trimestre 4",12,30,53,4,"Día Laboral","D","December","Thursday","2010-12-26 00:00:00,000","2011-01-02 00:00:00,000","Día Normal"
"2010-12-31 00:00:00,000",2010,"H2","Q4",201012,"December","Week 53","Friday","WorkDay",2010,"Trimestre 4",12,31,53,5,"Día Laboral","D","December","Friday","2010-12-26 00:00:00,000","2011-01-02 00:00:00,000","Día Normal"
"2011-01-03 00:00:00,000",2011,"H1","Q1",201101,"January","Week 2","Monday","WorkDay",2011,"Trimestre 1",1,3,2,1,"Día Laboral","J","January","Monday","2011-01-02 00:00:00,000","2011-01-09 00:00:00,000","Día Normal"
"2011-01-04 00:00:00,000",2011,"H1","Q1",201101,"January","Week 2","Tuesday","WorkDay",2011,"Trimestre 1",1,4,2,2,"Día Laboral","J","January","Tuesday","2011-01-02 00:00:00,000","2011-01-09 00:00:00,000","Día Normal"
"2011-01-05 00:00:00,000",2011,"H1","Q1",201101,"January","Week 2","Wednesday","WorkDay",2011,"Trimestre 1",1,5,2,3,"Día Laboral","J","January","Wednesday","2011-01-02 00:00:00,000","2011-01-09 00:00:00,000","Día Normal"
"2011-01-06 00:00:00,000",2011,"H1","Q1",201101,"January","Week 2","Thursday","WorkDay",2011,"Trimestre 1",1,6,2,4,"Día Laboral","J","January","Thursday","2011-01-02 00:00:00,000","2011-01-09 00:00:00,000","Día Normal"
"2011-01-07 00:00:00,000",2011,"H1","Q1",201101,"January","Week 2","Friday","WorkDay",2011,"Trimestre 1",1,7,2,5,"Día Laboral","J","January","Friday","2011-01-02 00:00:00,000","2011-01-09 00:00:00,000","Día Normal"
"2011-01-10 00:00:00,000",2011,"H1","Q1",201101,"January","Week 3","Monday","WorkDay",2011,"Trimestre 1",1,10,3,1,"Día Laboral","J","January","Monday","2011-01-09 00:00:00,000","2011-01-16 00:00:00,000","Día Normal"
"2011-01-11 00:00:00,000",2011,"H1","Q1",201101,"January","Week 3","Tuesday","WorkDay",2011,"Trimestre 1",1,11,3,2,"Día Laboral","J","January","Tuesday","2011-01-09 00:00:00,000","2011-01-16 00:00:00,000","Día Normal"
"2011-01-12 00:00:00,000",2011,"H1","Q1",201101,"January","Week 3","Wednesday","WorkDay",2011,"Trimestre 1",1,12,3,3,"Día Laboral","J","January","Wednesday","2011-01-09 00:00:00,000","2011-01-16 00:00:00,000","Día Normal"
"2011-01-13 00:00:00,000",2011,"H1","Q1",201101,"January","Week 3","Thursday","WorkDay",2011,"Trimestre 1",1,13,3,4,"Día Laboral","J","January","Thursday","2011-01-09 00:00:00,000","2011-01-16 00:00:00,000","Día Normal"
"2011-01-14 00:00:00,000",2011,"H1","Q1",201101,"January","Week 3","Friday","WorkDay",2011,"Trimestre 1",1,14,3,5,"Día Laboral","J","January","Friday","2011-01-09 00:00:00,000","2011-01-16 00:00:00,000","Día Normal"
"2011-01-17 00:00:00,000",2011,"H1","Q1",201101,"January","Week 4","Monday","WorkDay",2011,"Trimestre 1",1,17,4,1,"Día Laboral","J","January","Monday","2011-01-16 00:00:00,000","2011-01-23 00:00:00,000","Día Normal"
"2011-01-18 00:00:00,000",2011,"H1","Q1",201101,"January","Week 4","Tuesday","WorkDay",2011,"Trimestre 1",1,18,4,2,"Día Laboral","J","January","Tuesday","2011-01-16 00:00:00,000","2011-01-23 00:00:00,000","Día Normal"
"2011-01-19 00:00:00,000",2011,"H1","Q1",201101,"January","Week 4","Wednesday","WorkDay",2011,"Trimestre 1",1,19,4,3,"Día Laboral","J","January","Wednesday","2011-01-16 00:00:00,000","2011-01-23 00:00:00,000","Día Normal"
"2011-01-20 00:00:00,000",2011,"H1","Q1",201101,"January","Week 4","Thursday","WorkDay",2011,"Trimestre 1",1,20,4,4,"Día Laboral","J","January","Thursday","2011-01-16 00:00:00,000","2011-01-23 00:00:00,000","Día Normal"
"2011-01-21 00:00:00,000",2011,"H1","Q1",201101,"January","Week 4","Friday","WorkDay",2011,"Trimestre 1",1,21,4,5,"Día Laboral","J","January","Friday","2011-01-16 00:00:00,000","2011-01-23 00:00:00,000","Día Normal"
"2011-01-24 00:00:00,000",2011,"H1","Q1",201101,"January","Week 5","Monday","WorkDay",2011,"Trimestre 1",1,24,5,1,"Día Laboral","J","January","Monday","2011-01-23 00:00:00,000","2011-01-30 00:00:00,000","Día Normal"
"2011-01-25 00:00:00,000",2011,"H1","Q1",201101,"January","Week 5","Tuesday","WorkDay",2011,"Trimestre 1",1,25,5,2,"Día Laboral","J","January","Tuesday","2011-01-23 00:00:00,000","2011-01-30 00:00:00,000","Día Normal"
"2011-01-26 00:00:00,000",2011,"H1","Q1",201101,"January","Week 5","Wednesday","WorkDay",2011,"Trimestre 1",1,26,5,3,"Día Laboral","J","January","Wednesday","2011-01-23 00:00:00,000","2011-01-30 00:00:00,000","Día Normal"
"2011-01-27 00:00:00,000",2011,"H1","Q1",201101,"January","Week 5","Thursday","WorkDay",2011,"Trimestre 1",1,27,5,4,"Día Laboral","J","January","Thursday","2011-01-23 00:00:00,000","2011-01-30 00:00:00,000","Día Normal"
"2011-01-28 00:00:00,000",2011,"H1","Q1",201101,"January","Week 5","Friday","WorkDay",2011,"Trimestre 1",1,28,5,5,"Día Laboral","J","January","Friday","2011-01-23 00:00:00,000","2011-01-30 00:00:00,000","Día Normal"
"2011-01-31 00:00:00,000",2011,"H1","Q1",201101,"January","Week 6","Monday","WorkDay",2011,"Trimestre 1",1,31,6,1,"Día Laboral","J","January","Monday","2011-01-30 00:00:00,000","2011-02-06 00:00:00,000","Día Normal"
"2011-02-01 00:00:00,000",2011,"H1","Q1",201102,"February","Week 6","Tuesday","WorkDay",2011,"Trimestre 1",2,1,6,2,"Día Laboral","F","February","Tuesday","2011-01-30 00:00:00,000","2011-02-06 00:00:00,000","Día Normal"
"2011-02-02 00:00:00,000",2011,"H1","Q1",201102,"February","Week 6","Wednesday","WorkDay",2011,"Trimestre 1",2,2,6,3,"Día Laboral","F","February","Wednesday","2011-01-30 00:00:00,000","2011-02-06 00:00:00,000","Día Normal"
"2011-02-03 00:00:00,000",2011,"H1","Q1",201102,"February","Week 6","Thursday","WorkDay",2011,"Trimestre 1",2,3,6,4,"Día Laboral","F","February","Thursday","2011-01-30 00:00:00,000","2011-02-06 00:00:00,000","Día Normal"
"2011-02-04 00:00:00,000",2011,"H1","Q1",201102,"February","Week 6","Friday","WorkDay",2011,"Trimestre 1",2,4,6,5,"Día Laboral","F","February","Friday","2011-01-30 00:00:00,000","2011-02-06 00:00:00,000","Día Normal"
"2011-02-07 00:00:00,000",2011,"H1","Q1",201102,"February","Week 7","Monday","WorkDay",2011,"Trimestre 1",2,7,7,1,"Día Laboral","F","February","Monday","2011-02-06 00:00:00,000","2011-02-13 00:00:00,000","Día Normal"
"2011-02-08 00:00:00,000",2011,"H1","Q1",201102,"February","Week 7","Tuesday","WorkDay",2011,"Trimestre 1",2,8,7,2,"Día Laboral","F","February","Tuesday","2011-02-06 00:00:00,000","2011-02-13 00:00:00,000","Día Normal"
"2011-02-09 00:00:00,000",2011,"H1","Q1",201102,"February","Week 7","Wednesday","WorkDay",2011,"Trimestre 1",2,9,7,3,"Día Laboral","F","February","Wednesday","2011-02-06 00:00:00,000","2011-02-13 00:00:00,000","Día Normal"
"2011-02-10 00:00:00,000",2011,"H1","Q1",201102,"February","Week 7","Thursday","WorkDay",2011,"Trimestre 1",2,10,7,4,"Día Laboral","F","February","Thursday","2011-02-06 00:00:00,000","2011-02-13 00:00:00,000","Día Normal"
"2011-02-11 00:00:00,000",2011,"H1","Q1",201102,"February","Week 7","Friday","WorkDay",2011,"Trimestre 1",2,11,7,5,"Día Laboral","F","February","Friday","2011-02-06 00:00:00,000","2011-02-13 00:00:00,000","Día Normal"
"2011-02-14 00:00:00,000",2011,"H1","Q1",201102,"February","Week 8","Monday","WorkDay",2011,"Trimestre 1",2,14,8,1,"Día Laboral","F","February","Monday","2011-02-13 00:00:00,000","2011-02-20 00:00:00,000","Día Normal"
"2011-02-15 00:00:00,000",2011,"H1","Q1",201102,"February","Week 8","Tuesday","WorkDay",2011,"Trimestre 1",2,15,8,2,"Día Laboral","F","February","Tuesday","2011-02-13 00:00:00,000","2011-02-20 00:00:00,000","Día Normal"
"2011-02-16 00:00:00,000",2011,"H1","Q1",201102,"February","Week 8","Wednesday","WorkDay",2011,"Trimestre 1",2,16,8,3,"Día Laboral","F","February","Wednesday","2011-02-13 00:00:00,000","2011-02-20 00:00:00,000","Día Normal"
"2011-02-17 00:00:00,000",2011,"H1","Q1",201102,"February","Week 8","Thursday","WorkDay",2011,"Trimestre 1",2,17,8,4,"Día Laboral","F","February","Thursday","2011-02-13 00:00:00,000","2011-02-20 00:00:00,000","Día Normal"
"2011-02-18 00:00:00,000",2011,"H1","Q1",201102,"February","Week 8","Friday","WorkDay",2011,"Trimestre 1",2,18,8,5,"Día Laboral","F","February","Friday","2011-02-13 00:00:00,000","2011-02-20 00:00:00,000","Día Normal"
"2011-02-21 00:00:00,000",2011,"H1","Q1",201102,"February","Week 9","Monday","WorkDay",2011,"Trimestre 1",2,21,9,1,"Día Laboral","F","February","Monday","2011-02-20 00:00:00,000","2011-02-27 00:00:00,000","Día Normal"
"2011-02-22 00:00:00,000",2011,"H1","Q1",201102,"February","Week 9","Tuesday","WorkDay",2011,"Trimestre 1",2,22,9,2,"Día Laboral","F","February","Tuesday","2011-02-20 00:00:00,000","2011-02-27 00:00:00,000","Día Normal"
"2011-02-23 00:00:00,000",2011,"H1","Q1",201102,"February","Week 9","Wednesday","WorkDay",2011,"Trimestre 1",2,23,9,3,"Día Laboral","F","February","Wednesday","2011-02-20 00:00:00,000","2011-02-27 00:00:00,000","Día Normal"
"2011-02-24 00:00:00,000",2011,"H1","Q1",201102,"February","Week 9","Thursday","WorkDay",2011,"Trimestre 1",2,24,9,4,"Día Laboral","F","February","Thursday","2011-02-20 00:00:00,000","2011-02-27 00:00:00,000","Día Normal"
"2011-02-25 00:00:00,000",2011,"H1","Q1",201102,"February","Week 9","Friday","WorkDay",2011,"Trimestre 1",2,25,9,5,"Día Laboral","F","February","Friday","2011-02-20 00:00:00,000","2011-02-27 00:00:00,000","Día Normal"
"2011-02-28 00:00:00,000",2011,"H1","Q1",201102,"February","Week 10","Monday","WorkDay",2011,"Trimestre 1",2,28,10,1,"Día Laboral","F","February","Monday","2011-02-27 00:00:00,000","2011-03-06 00:00:00,000","Día Normal"
"2011-03-01 00:00:00,000",2011,"H1","Q1",201103,"March","Week 10","Tuesday","WorkDay",2011,"Trimestre 1",3,1,10,2,"Día Laboral","M","March","Tuesday","2011-02-27 00:00:00,000","2011-03-06 00:00:00,000","Día Normal"
"2011-03-02 00:00:00,000",2011,"H1","Q1",201103,"March","Week 10","Wednesday","WorkDay",2011,"Trimestre 1",3,2,10,3,"Día Laboral","M","March","Wednesday","2011-02-27 00:00:00,000","2011-03-06 00:00:00,000","Día Normal"
"2011-03-03 00:00:00,000",2011,"H1","Q1",201103,"March","Week 10","Thursday","WorkDay",2011,"Trimestre 1",3,3,10,4,"Día Laboral","M","March","Thursday","2011-02-27 00:00:00,000","2011-03-06 00:00:00,000","Día Normal"
"2011-03-04 00:00:00,000",2011,"H1","Q1",201103,"March","Week 10","Friday","WorkDay",2011,"Trimestre 1",3,4,10,5,"Día Laboral","M","March","Friday","2011-02-27 00:00:00,000","2011-03-06 00:00:00,000","Día Normal"
"2011-03-07 00:00:00,000",2011,"H1","Q1",201103,"March","Week 11","Monday","WorkDay",2011,"Trimestre 1",3,7,11,1,"Día Laboral","M","March","Monday","2011-03-06 00:00:00,000","2011-03-13 00:00:00,000","Día Normal"
"2011-03-08 00:00:00,000",2011,"H1","Q1",201103,"March","Week 11","Tuesday","WorkDay",2011,"Trimestre 1",3,8,11,2,"Día Laboral","M","March","Tuesday","2011-03-06 00:00:00,000","2011-03-13 00:00:00,000","Día Normal"
"2011-03-09 00:00:00,000",2011,"H1","Q1",201103,"March","Week 11","Wednesday","WorkDay",2011,"Trimestre 1",3,9,11,3,"Día Laboral","M","March","Wednesday","2011-03-06 00:00:00,000","2011-03-13 00:00:00,000","Día Normal"
"2011-03-10 00:00:00,000",2011,"H1","Q1",201103,"March","Week 11","Thursday","WorkDay",2011,"Trimestre 1",3,10,11,4,"Día Laboral","M","March","Thursday","2011-03-06 00:00:00,000","2011-03-13 00:00:00,000","Día Normal"
